id,group,cult,day,concentration,no,samp,VL,a,b,L
NSA_0.1_AG_9_1,HSR,AG,9,0.1,1,9,11,-5.57,12.16,86.28
NSA_0.1_AG_9_1,HSR,AG,11,0.1,1,9,11,-9.26,20,85.65
NSA_0.1_AG_9_1,HSR,AG,14,0.1,1,9,11,-4.28,21.22,80.54
NSA_0.1_AG_9_2,HSR,AG,1,0.1,2,9,11,-4.76,10.33,77.15
NSA_0.1_AG_9_2,HSR,AG,6,0.1,2,9,11,-10.23,20.07,83.4
NSA_0.1_AG_9_2,HSR,AG,9,0.1,2,9,11,-5.69,12.46,86.7
NSA_0.1_AG_9_2,HSR,AG,11,0.1,2,9,11,-9.4,20.06,85.76
NSA_0.1_AG_9_2,HSR,AG,14,0.1,2,9,11,-4.32,21.31,80.68
NSA_0.1_AG_9_3,HSR,AG,1,0.1,3,9,11,-4.64,9.94,75.67
NSA_0.1_AG_9_3,HSR,AG,6,0.1,3,9,11,-10.21,20.2,83.7
NSA_0.1_AG_9_3,HSR,AG,9,0.1,3,9,11,-5.87,12.53,76.82
NSA_0.1_AG_9_3,HSR,AG,11,0.1,3,9,11,-9.39,20.15,85.8
NSA_0.1_AG_9_3,HSR,AG,14,0.1,3,9,11,-4.41,21.42,80.86
NSA_0.1_AG_10_1,HSR,AG,1,0.1,1,10,12,-7.29,15.13,83.59
NSA_0.1_AG_10_1,HSR,AG,6,0.1,1,10,12,-4.32,10.14,75.85
NSA_0.1_AG_10_1,HSR,AG,9,0.1,1,10,12,-1.98,5.61,82.15
NSA_0.1_AG_10_1,HSR,AG,11,0.1,1,10,12,-6.41,13.47,78.54
NSA_0.1_AG_10_1,HSR,AG,14,0.1,1,10,12,-6.81,14.03,88.05
NSA_0.1_AG_10_2,HSR,AG,1,0.1,2,10,12,-6.4,13.59,84.19
NSA_0.1_AG_10_2,HSR,AG,6,0.1,2,10,12,-5.09,11.4,81.53
NSA_0.1_AG_10_2,HSR,AG,9,0.1,2,10,12,-2.01,5.75,83
NSA_0.1_AG_10_2,HSR,AG,11,0.1,2,10,12,-6.39,13.04,79.57
NSA_0.1_AG_10_2,HSR,AG,14,0.1,2,10,12,-6.75,14.02,87.99
NSA_0.1_AG_10_3,HSR,AG,1,0.1,3,10,12,-5.94,12.75,83.99
NSA_0.1_AG_10_3,HSR,AG,6,0.1,3,10,12,-5.17,11.44,82.25
NSA_0.1_AG_10_3,HSR,AG,9,0.1,3,10,12,-1.89,5.94,83.87
NSA_0.1_AG_10_3,HSR,AG,11,0.1,3,10,12,-6.47,13.18,80.55
NSA_0.1_AG_10_3,HSR,AG,14,0.1,3,10,12,-6.83,14.11,88.13
NSA_0.1_AG_11_1,HSR,AG,1,0.1,1,11,13,-6.86,13.27,85.56
NSA_0.1_AG_11_1,HSR,AG,6,0.1,1,11,13,-7.09,15.45,78.75
NSA_0.1_AG_11_1,HSR,AG,9,0.1,1,11,13,-12.07,23.1,82.9
NSA_0.1_AG_11_1,HSR,AG,11,0.1,1,11,13,-8.47,16.91,82.37
NSA_0.1_AG_11_1,HSR,AG,14,0.1,1,11,13,-8.54,17.89,84.37
NSA_0.1_AG_11_2,HSR,AG,1,0.1,2,11,13,-6.66,13,85.73
NSA_0.1_AG_11_2,HSR,AG,6,0.1,2,11,13,-6.99,15.13,78.58
NSA_0.1_AG_11_2,HSR,AG,9,0.1,2,11,13,-12.14,23.13,83
NSA_0.1_AG_11_2,HSR,AG,11,0.1,2,11,13,-8.46,16.89,82.04
NSA_0.1_AG_11_2,HSR,AG,14,0.1,2,11,13,-8.53,17.74,84.46
NSA_0.1_AG_11_3,HSR,AG,1,0.1,3,11,13,-6.65,12.96,85.47
NSA_0.1_AG_11_3,HSR,AG,6,0.1,3,11,13,-7.4,15.97,79.86
NSA_0.1_AG_11_3,HSR,AG,9,0.1,3,11,13,-12.18,23.19,83.06
NSA_0.1_AG_11_3,HSR,AG,11,0.1,3,11,13,-8.5,16.89,81.75
NSA_0.1_AG_11_3,HSR,AG,14,0.1,3,11,13,-8.6,17.88,85.39
NSA_0.1_AG_12_1,HSR,AG,1,0.1,1,12,11,-5.12,9.37,85.32
NSA_0.1_AG_12_1,HSR,AG,6,0.1,1,12,11,-7.71,15.89,86.26
NSA_0.1_AG_12_1,HSR,AG,9,0.1,1,12,11,-10.44,20.73,85.28
NSA_0.1_AG_12_1,HSR,AG,11,0.1,1,12,11,-7.91,14.61,85.67
NSA_0.1_AG_12_1,HSR,AG,14,0.1,1,12,11,-7.59,23.16,81.67
NSA_0.1_AG_12_2,HSR,AG,1,0.1,2,12,11,-4.93,9.04,84.92
NSA_0.1_AG_12_2,HSR,AG,6,0.1,2,12,11,-7.51,15.52,86.03
NSA_0.1_AG_12_2,HSR,AG,9,0.1,2,12,11,-10.24,20.31,84.97
NSA_0.1_AG_12_2,HSR,AG,11,0.1,2,12,11,-7.76,14.36,85.88
NSA_0.1_AG_12_2,HSR,AG,14,0.1,2,12,11,-7.66,23.25,81.96
NSA_0.1_AG_12_3,HSR,AG,1,0.1,3,12,11,-4.78,8.78,84.33
NSA_0.1_AG_12_3,HSR,AG,6,0.1,3,12,11,-7.53,15.4,85.92
NSA_0.1_AG_12_3,HSR,AG,9,0.1,3,12,11,-10.36,20.46,84.95
NSA_0.1_AG_12_3,HSR,AG,11,0.1,3,12,11,-7.65,14.25,86.28
NSA_0.1_AG_12_3,HSR,AG,14,0.1,3,12,11,-7.75,23.32,82.09
NSA_0.3_AG_1_1,HSR,AG,1,0.3,1,1,9,-7.23,14.5,70.29
NSA_0.3_AG_1_1,HSR,AG,6,0.3,1,1,9,-8.2,16.52,82.92
NSA_0.3_AG_1_1,HSR,AG,9,0.3,1,1,9,-9.3,17.96,81.4
NSA_0.3_AG_1_1,HSR,AG,11,0.3,1,1,9,-5.65,21.8,77.52
NSA_0.3_AG_1_1,HSR,AG,14,0.3,1,1,9,-4.57,17.89,82.08
NSA_0.3_AG_1_2,HSR,AG,1,0.3,2,1,9,-6.3,12.82,65.26
NSA_0.3_AG_1_2,HSR,AG,6,0.3,2,1,9,-7.95,16.27,81.73
NSA_0.3_AG_1_2,HSR,AG,9,0.3,2,1,9,-11.14,21.49,81.15
NSA_0.3_AG_1_2,HSR,AG,11,0.3,2,1,9,-3.89,21.44,73.65
NSA_0.3_AG_1_2,HSR,AG,14,0.3,2,1,9,-4.49,20.74,72.61
NSA_0.3_AG_1_3,HSR,AG,1,0.3,3,1,9,-5.55,11.68,62.4
NSA_0.3_AG_1_3,HSR,AG,6,0.3,3,1,9,-7.8,16.22,79.88
NSA_0.3_AG_1_3,HSR,AG,9,0.3,3,1,9,-11.52,22.03,81.4
NSA_0.3_AG_1_3,HSR,AG,11,0.3,3,1,9,-3.83,21.42,73.66
NSA_0.3_AG_1_3,HSR,AG,14,0.3,3,1,9,-4.42,21.03,73.23
NSA_0.3_AG_2_1,HSR,AG,1,0.3,1,2,9,-3.06,6.39,68.44
NSA_0.3_AG_2_1,HSR,AG,6,0.3,1,2,9,-7.18,14.87,83.52
NSA_0.3_AG_2_1,HSR,AG,9,0.3,1,2,9,-10.64,20.92,83.73
NSA_0.3_AG_2_1,HSR,AG,11,0.3,1,2,9,-9.49,21.56,85.51
NSA_0.3_AG_2_1,HSR,AG,14,0.3,1,2,9,-8.11,23.21,74.48
NSA_0.3_AG_2_2,HSR,AG,1,0.3,2,2,9,-2.7,5.85,66.29
NSA_0.3_AG_2_2,HSR,AG,6,0.3,2,2,9,-7.59,15.56,84.35
NSA_0.3_AG_2_2,HSR,AG,9,0.3,2,2,9,-10.61,20.92,83.63
NSA_0.3_AG_2_2,HSR,AG,11,0.3,2,2,9,-9.5,21.63,85.43
NSA_0.3_AG_2_2,HSR,AG,14,0.3,2,2,9,-8.06,23.5,74.23
NSA_0.3_AG_2_3,HSR,AG,1,0.3,3,2,9,-2.72,6.01,66.7
NSA_0.3_AG_2_3,HSR,AG,6,0.3,3,2,9,-7.8,16.15,85.21
NSA_0.3_AG_2_3,HSR,AG,9,0.3,3,2,9,-10.61,20.99,83.32
NSA_0.3_AG_2_3,HSR,AG,11,0.3,3,2,9,-9.57,21.71,85.44
NSA_0.3_AG_2_3,HSR,AG,14,0.3,3,2,9,-8.12,23.41,73.95
NSA_0.3_AG_3_1,HSR,AG,1,0.3,1,3,10,-6.3,11.3,78.96
NSA_0.3_AG_3_1,HSR,AG,6,0.3,1,3,10,-6.87,14.61,61.06
NSA_0.3_AG_3_1,HSR,AG,9,0.3,1,3,10,-9.8,18.81,82.09
NSA_0.3_AG_3_1,HSR,AG,11,0.3,1,3,10,-10.08,22.31,84.03
NSA_0.3_AG_3_1,HSR,AG,14,0.3,1,3,10,-5.59,19.68,81.31
NSA_0.3_AG_3_2,HSR,AG,1,0.3,2,3,10,-8.1,14.94,80.2
NSA_0.3_AG_3_2,HSR,AG,6,0.3,2,3,10,-8.83,17.55,76.87
NSA_0.3_AG_3_2,HSR,AG,9,0.3,2,3,10,-8.88,17.51,80.65
NSA_0.3_AG_3_2,HSR,AG,11,0.3,2,3,10,-10.26,22.74,84.43
NSA_0.3_AG_3_2,HSR,AG,14,0.3,2,3,10,-4.83,20.9,78.2
NSA_0.3_AG_3_3,HSR,AG,1,0.3,3,3,10,-8.95,17.11,77.28
NSA_0.3_AG_3_3,HSR,AG,6,0.3,3,3,10,-9.34,18.2,78.7
NSA_0.3_AG_3_3,HSR,AG,9,0.3,3,3,10,-9.3,17.96,81.29
NSA_0.3_AG_3_3,HSR,AG,11,0.3,3,3,10,-10.5,22.95,84.45
NSA_0.3_AG_3_3,HSR,AG,14,0.3,3,3,10,-4.84,20.84,78.01
NSA_0.3_AG_4_1,HSR,AG,1,0.3,1,4,11,-9.58,18.03,80.17
NSA_0.3_AG_4_1,HSR,AG,6,0.3,1,4,11,-6.12,11.9,83.96
NSA_0.3_AG_4_1,HSR,AG,9,0.3,1,4,11,-7.88,14.7,84.33
NSA_0.3_AG_4_1,HSR,AG,11,0.3,1,4,11,-4.43,8.08,88.14
NSA_0.3_AG_4_1,HSR,AG,14,0.3,1,4,11,-3.19,7.67,88.33
NSA_0.3_AG_4_2,HSR,AG,1,0.3,2,4,11,-9.72,18.09,83.96
NSA_0.3_AG_4_2,HSR,AG,6,0.3,2,4,11,-6.26,12.18,84.82
NSA_0.3_AG_4_2,HSR,AG,9,0.3,2,4,11,-7.91,14.65,84.42
NSA_0.3_AG_4_2,HSR,AG,11,0.3,2,4,11,-4.37,7.93,88.18
NSA_0.3_AG_4_2,HSR,AG,14,0.3,2,4,11,-3.49,8.25,89.18
NSA_0.3_AG_4_3,HSR,AG,1,0.3,3,4,11,-9.06,17.14,83.98
NSA_0.3_AG_4_3,HSR,AG,6,0.3,3,4,11,-6.48,12.72,85.78
NSA_0.3_AG_4_3,HSR,AG,9,0.3,3,4,11,-7.62,14.18,84.58
NSA_0.3_AG_4_3,HSR,AG,11,0.3,3,4,11,-4.31,7.92,88.23
NSA_0.3_AG_4_3,HSR,AG,14,0.3,3,4,11,-3.53,8.3,89.29
NSA_0.3_AG_5_1,HSR,AG,1,0.3,1,5,9,-4.02,6.93,83.93
NSA_0.3_AG_5_1,HSR,AG,6,0.3,1,5,9,-10.88,22.08,83.72
NSA_0.3_AG_5_1,HSR,AG,9,0.3,1,5,9,-5.81,10.78,81
NSA_0.3_AG_5_1,HSR,AG,11,0.3,1,5,9,-8.3,20.2,80.93
NSA_0.3_AG_5_1,HSR,AG,14,0.3,1,5,9,-4.08,13.56,86.74
NSA_0.3_AG_5_2,HSR,AG,1,0.3,2,5,9,-4.82,8.42,87.28
NSA_0.3_AG_5_2,HSR,AG,6,0.3,2,5,9,-10.9,22.09,83.85
NSA_0.3_AG_5_2,HSR,AG,9,0.3,2,5,9,-6.6,11.97,82.26
NSA_0.3_AG_5_2,HSR,AG,11,0.3,2,5,9,-8.28,20.17,81.46
NSA_0.3_AG_5_2,HSR,AG,14,0.3,2,5,9,-4.13,13.53,86.65
NSA_0.3_AG_5_3,HSR,AG,1,0.3,3,5,9,-4.71,8.24,86.44
NSA_0.3_AG_5_3,HSR,AG,6,0.3,3,5,9,-11.05,22.32,83.98
NSA_0.3_AG_5_3,HSR,AG,9,0.3,3,5,9,-6.61,12.22,82.41
NSA_0.3_AG_5_3,HSR,AG,11,0.3,3,5,9,-8.72,21.12,83.18
NSA_0.3_AG_5_3,HSR,AG,14,0.3,3,5,9,-4.03,13.54,86.74
NSA_0.3_AG_6_1,HSR,AG,1,0.3,1,6,8,-6.62,13.03,69.91
NSA_0.3_AG_6_1,HSR,AG,6,0.3,1,6,8,-8.3,17.13,83.36
NSA_0.3_AG_6_1,HSR,AG,9,0.3,1,6,8,-10.84,22.39,77.89
NSA_0.3_AG_6_1,HSR,AG,11,0.3,1,6,8,-6.86,25.26,79.26
NSA_0.3_AG_6_1,HSR,AG,14,0.3,1,6,8,-3.25,18.84,79.61
NSA_0.3_AG_6_2,HSR,AG,1,0.3,2,6,8,-6.79,13.43,71.67
NSA_0.3_AG_6_2,HSR,AG,6,0.3,2,6,8,-8.38,17.24,84.54
NSA_0.3_AG_6_2,HSR,AG,9,0.3,2,6,8,-11.04,22.56,78.66
NSA_0.3_AG_6_2,HSR,AG,11,0.3,2,6,8,-6.97,25.3,79.33
NSA_0.3_AG_6_2,HSR,AG,14,0.3,2,6,8,-3.29,18.94,79.49
NSA_0.3_AG_6_3,HSR,AG,1,0.3,3,6,8,-7.73,15.31,75.07
NSA_0.3_AG_6_3,HSR,AG,6,0.3,3,6,8,-8.45,17.39,85.05
NSA_0.3_AG_6_3,HSR,AG,9,0.3,3,6,8,-10.85,22.33,78.41
NSA_0.3_AG_6_3,HSR,AG,11,0.3,3,6,8,-6.97,25.19,79.43
NSA_0.3_AG_6_3,HSR,AG,14,0.3,3,6,8,-3.33,19.09,79.48
NSA_0.3_AG_7_1,HSR,AG,1,0.3,1,7,10,-10.57,22.08,79.12
NSA_0.3_AG_7_1,HSR,AG,6,0.3,1,7,10,-10.29,21.79,83.53
NSA_0.3_AG_7_1,HSR,AG,9,0.3,1,7,10,-12.65,24.44,78.87
NSA_0.3_AG_7_1,HSR,AG,11,0.3,1,7,10,-8.25,23.76,80.01
NSA_0.3_AG_7_1,HSR,AG,14,0.3,1,7,10,-3.76,24.62,76.35
NSA_0.3_AG_7_2,HSR,AG,1,0.3,2,7,10,-9.73,20.71,77.24
NSA_0.3_AG_7_2,HSR,AG,6,0.3,2,7,10,-10.41,22.05,83.76
NSA_0.3_AG_7_2,HSR,AG,9,0.3,2,7,10,-13.37,25.45,80
NSA_0.3_AG_7_2,HSR,AG,11,0.3,2,7,10,-8.37,23.85,80.09
NSA_0.3_AG_7_2,HSR,AG,14,0.3,2,7,10,-3.71,24.97,76.62
NSA_0.3_AG_7_3,HSR,AG,1,0.3,3,7,10,-9.43,20.06,76.3
NSA_0.3_AG_7_3,HSR,AG,6,0.3,3,7,10,-10.56,22.32,82.94
NSA_0.3_AG_7_3,HSR,AG,9,0.3,3,7,10,-13.29,25.33,79.77
NSA_0.3_AG_7_3,HSR,AG,11,0.3,3,7,10,-8.39,23.95,80.04
NSA_0.3_AG_7_3,HSR,AG,14,0.3,3,7,10,-3.87,24.84,77.13
NSA_0.3_AG_8_1,HSR,AG,1,0.3,1,8,11,-10.18,18.43,81.93
NSA_0.3_AG_8_1,HSR,AG,6,0.3,1,8,11,-8.57,17.02,84.1
NSA_0.3_AG_8_1,HSR,AG,9,0.3,1,8,11,-10.16,19.54,81.77
NSA_0.3_AG_8_1,HSR,AG,11,0.3,1,8,11,-12.46,24.52,83.84
NSA_0.3_AG_8_1,HSR,AG,14,0.3,1,8,11,-8.47,17.96,83.71
NSA_0.3_AG_8_2,HSR,AG,1,0.3,2,8,11,-9.25,17.01,80.12
NSA_0.3_AG_8_2,HSR,AG,6,0.3,2,8,11,-8.32,16.56,83.6
NSA_0.3_AG_8_2,HSR,AG,9,0.3,2,8,11,-10.01,19.46,81.93
NSA_0.3_AG_8_2,HSR,AG,11,0.3,2,8,11,-12.43,24.47,83.76
NSA_0.3_AG_8_2,HSR,AG,14,0.3,2,8,11,-9.49,19.85,85.05
NSA_0.3_AG_8_3,HSR,AG,1,0.3,3,8,11,-9.37,17.3,80.31
NSA_0.3_AG_8_3,HSR,AG,6,0.3,3,8,11,-8.24,16.45,83.55
NSA_0.3_AG_8_3,HSR,AG,9,0.3,3,8,11,-10.34,19.96,82.62
NSA_0.3_AG_8_3,HSR,AG,11,0.3,3,8,11,-12.33,24.47,83.78
NSA_0.3_AG_8_3,HSR,AG,14,0.3,3,8,11,-9.56,20.06,85.06
NSA_0.3_AG_9_1,HSR,AG,1,0.3,1,9,12,-7.27,14.48,85.72
NSA_0.3_AG_9_1,HSR,AG,6,0.3,1,9,12,-7.41,14.85,82.03
NSA_0.3_AG_9_1,HSR,AG,9,0.3,1,9,12,-5.89,10.95,84.47
NSA_0.3_AG_9_1,HSR,AG,11,0.3,1,9,12,-9.49,20.45,82.76
NSA_0.3_AG_9_1,HSR,AG,14,0.3,1,9,12,-6.14,16.13,83.58
NSA_0.3_AG_9_2,HSR,AG,1,0.3,2,9,12,-7.05,14.27,85.35
NSA_0.3_AG_9_2,HSR,AG,6,0.3,2,9,12,-7.56,15.03,82.24
NSA_0.3_AG_9_2,HSR,AG,9,0.3,2,9,12,-5.77,10.9,84.02
NSA_0.3_AG_9_2,HSR,AG,11,0.3,2,9,12,-9.64,20.63,83.64
NSA_0.3_AG_9_2,HSR,AG,14,0.3,2,9,12,-6.13,16.28,83.75
NSA_0.3_AG_9_3,HSR,AG,1,0.3,3,9,12,-7.28,14.52,85.89
NSA_0.3_AG_9_3,HSR,AG,6,0.3,3,9,12,-7.95,15.58,83.02
NSA_0.3_AG_9_3,HSR,AG,9,0.3,3,9,12,-5.9,11.05,83.51
NSA_0.3_AG_9_3,HSR,AG,11,0.3,3,9,12,-9.72,20.81,84.2
NSA_0.3_AG_9_3,HSR,AG,14,0.3,3,9,12,-6.19,16.54,84.08
NSA_0.3_AG_10_1,HSR,AG,1,0.3,1,10,9,-6.15,11.33,77.77
NSA_0.3_AG_10_1,HSR,AG,6,0.3,1,10,9,-9.48,19.67,86.08
NSA_0.3_AG_10_1,HSR,AG,9,0.3,1,10,9,-8.68,16.72,82.21
NSA_0.3_AG_10_1,HSR,AG,11,0.3,1,10,9,-11.54,24.98,79.81
NSA_0.3_AG_10_1,HSR,AG,14,0.3,1,10,9,-2.16,17.62,69.61
NSA_0.3_AG_10_2,HSR,AG,1,0.3,2,10,9,-6.19,11.27,81
NSA_0.3_AG_10_2,HSR,AG,6,0.3,2,10,9,-9.36,19.54,85.99
NSA_0.3_AG_10_2,HSR,AG,9,0.3,2,10,9,-8.86,16.82,83.4
NSA_0.3_AG_10_2,HSR,AG,11,0.3,2,10,9,-11.53,24.99,79.39
NSA_0.3_AG_10_2,HSR,AG,14,0.3,2,10,9,-2.6,18.91,71.67
NSA_0.3_AG_10_3,HSR,AG,1,0.3,3,10,9,-6.15,11.23,82.54
NSA_0.3_AG_10_3,HSR,AG,6,0.3,3,10,9,-9.44,19.67,86.24
NSA_0.3_AG_10_3,HSR,AG,9,0.3,3,10,9,-8.81,16.77,83.71
NSA_0.3_AG_10_3,HSR,AG,11,0.3,3,10,9,-11.82,25.41,80.36
NSA_0.3_AG_10_3,HSR,AG,14,0.3,3,10,9,-2.83,19.64,72.96
NSA_0.3_AG_11_1,HSR,AG,1,0.3,1,11,11,-6.67,12.18,86.33
NSA_0.3_AG_11_1,HSR,AG,6,0.3,1,11,11,-6.28,13.52,81.96
NSA_0.3_AG_11_1,HSR,AG,9,0.3,1,11,11,-7.76,15.7,82.51
NSA_0.3_AG_11_1,HSR,AG,11,0.3,1,11,11,-9.84,20.74,86.86
NSA_0.3_AG_11_1,HSR,AG,14,0.3,1,11,11,-6.82,17.78,86.67
NSA_0.3_AG_11_2,HSR,AG,1,0.3,2,11,11,-6.89,12.43,86.65
NSA_0.3_AG_11_2,HSR,AG,6,0.3,2,11,11,-6.34,13.79,82.97
NSA_0.3_AG_11_2,HSR,AG,9,0.3,2,11,11,-7.73,15.78,83.06
NSA_0.3_AG_11_2,HSR,AG,11,0.3,2,11,11,-9.83,20.9,87.12
NSA_0.3_AG_11_2,HSR,AG,14,0.3,2,11,11,-6.8,17.81,87.24
NSA_0.3_AG_11_3,HSR,AG,1,0.3,3,11,11,-6.94,12.4,86.61
NSA_0.3_AG_11_3,HSR,AG,6,0.3,3,11,11,-6.43,13.84,83.15
NSA_0.3_AG_11_3,HSR,AG,9,0.3,3,11,11,-7.82,15.86,83.29
NSA_0.3_AG_11_3,HSR,AG,11,0.3,3,11,11,-9.89,21.03,87.27
NSA_0.3_AG_11_3,HSR,AG,14,0.3,3,11,11,-6.82,17.84,87.4
NSA_0.3_AG_12_1,HSR,AG,1,0.3,1,12,10,-12.92,24.23,83.69
NSA_0.3_AG_12_1,HSR,AG,6,0.3,1,12,10,-12.09,23.93,82.68
NSA_0.3_AG_12_1,HSR,AG,9,0.3,1,12,10,-11.22,21.55,84.12
NSA_0.3_AG_12_1,HSR,AG,11,0.3,1,12,10,-8.31,17.86,85.92
NSA_0.3_AG_12_1,HSR,AG,14,0.3,1,12,10,-6.21,21.93,81.47
NSA_0.3_AG_12_2,HSR,AG,1,0.3,2,12,10,-12.41,23.05,84.45
NSA_0.3_AG_12_2,HSR,AG,6,0.3,2,12,10,-12.06,23.83,82.6
NSA_0.3_AG_12_2,HSR,AG,9,0.3,2,12,10,-11.23,21.55,84.25
NSA_0.3_AG_12_2,HSR,AG,11,0.3,2,12,10,-8.27,17.75,85.36
NSA_0.3_AG_12_2,HSR,AG,14,0.3,2,12,10,-6.22,22.55,81.43
NSA_0.3_AG_12_3,HSR,AG,1,0.3,3,12,10,-12.4,22.99,84.99
NSA_0.3_AG_12_3,HSR,AG,6,0.3,3,12,10,-12.05,23.82,82.65
NSA_0.3_AG_12_3,HSR,AG,9,0.3,3,12,10,-11.31,21.68,84.35
NSA_0.3_AG_12_3,HSR,AG,11,0.3,3,12,10,-8,17.44,85.21
NSA_0.3_AG_12_3,HSR,AG,14,0.3,3,12,10,-6.38,22.62,81.41
NSA_0.5_AG_1_1,HSR,AG,1,0.5,1,1,10,-3.67,8.06,63.2
NSA_0.5_AG_1_1,HSR,AG,6,0.5,1,1,10,-5.79,12.4,75.11
NSA_0.5_AG_1_1,HSR,AG,9,0.5,1,1,10,-11.16,20.6,83.35
NSA_0.5_AG_1_1,HSR,AG,11,0.5,1,1,10,-8.85,19.08,79.33
NSA_0.5_AG_1_1,HSR,AG,14,0.5,1,1,10,-5.55,22.8,78.27
NSA_0.5_AG_1_2,HSR,AG,1,0.5,2,1,10,-2.82,7.57,56.57
NSA_0.5_AG_1_2,HSR,AG,6,0.5,2,1,10,-5.8,12.23,76.11
NSA_0.5_AG_1_2,HSR,AG,9,0.5,2,1,10,-11.29,20.93,83.96
NSA_0.5_AG_1_2,HSR,AG,11,0.5,2,1,10,-8.55,18.02,80.78
NSA_0.5_AG_1_2,HSR,AG,14,0.5,2,1,10,-7.01,22.35,78.47
NSA_0.5_AG_1_3,HSR,AG,1,0.5,3,1,10,-2.34,7.18,55.92
NSA_0.5_AG_1_3,HSR,AG,6,0.5,3,1,10,-5.81,12.14,76.7
NSA_0.5_AG_1_3,HSR,AG,9,0.5,3,1,10,-11.28,20.9,84.04
NSA_0.5_AG_1_3,HSR,AG,11,0.5,3,1,10,-8.92,18.68,81.82
NSA_0.5_AG_1_3,HSR,AG,14,0.5,3,1,10,-6.99,22.38,78.51
NSA_0.5_AG_2_1,HSR,AG,1,0.5,1,2,14,-7.22,13.1,85.94
NSA_0.5_AG_2_1,HSR,AG,6,0.5,1,2,14,-11.02,21.13,86.28
NSA_0.5_AG_2_1,HSR,AG,9,0.5,1,2,14,-7.09,13.64,85.34
NSA_0.5_AG_2_1,HSR,AG,11,0.5,1,2,14,-9.18,17.27,86.21
NSA_0.5_AG_2_1,HSR,AG,14,0.5,1,2,14,-4.99,10.59,89.3
NSA_0.5_AG_2_2,HSR,AG,1,0.5,2,2,14,-7.57,13.7,86.49
NSA_0.5_AG_2_2,HSR,AG,6,0.5,2,2,14,-10.2,19.89,83.34
NSA_0.5_AG_2_2,HSR,AG,9,0.5,2,2,14,-7.33,14.21,86.74
NSA_0.5_AG_2_2,HSR,AG,11,0.5,2,2,14,-8.89,16.7,85.31
NSA_0.5_AG_2_2,HSR,AG,14,0.5,2,2,14,-5.22,11,89.46
NSA_0.5_AG_2_3,HSR,AG,1,0.5,3,2,14,-7.31,13.13,86.24
NSA_0.5_AG_2_3,HSR,AG,6,0.5,3,2,14,-10.62,20.6,85.54
NSA_0.5_AG_2_3,HSR,AG,9,0.5,3,2,14,-7.57,14.49,86.83
NSA_0.5_AG_2_3,HSR,AG,11,0.5,3,2,14,-9.26,17.46,86.14
NSA_0.5_AG_2_3,HSR,AG,14,0.5,3,2,14,-5.25,11.11,89.55
NSA_0.5_AG_3_1,HSR,AG,1,0.5,1,3,9,-5.67,10.48,70.07
NSA_0.5_AG_3_1,HSR,AG,6,0.5,1,3,9,-10.1,21.32,79.31
NSA_0.5_AG_3_1,HSR,AG,9,0.5,1,3,9,-11,20.85,82.72
NSA_0.5_AG_3_1,HSR,AG,11,0.5,1,3,9,-8.69,22.44,86.45
NSA_0.5_AG_3_1,HSR,AG,14,0.5,1,3,9,-4.03,21.29,80.74
NSA_0.5_AG_3_2,HSR,AG,1,0.5,2,3,9,-4.8,9.32,68.17
NSA_0.5_AG_3_2,HSR,AG,6,0.5,2,3,9,-10.65,22.37,80.76
NSA_0.5_AG_3_2,HSR,AG,9,0.5,2,3,9,-10.88,20.79,82.65
NSA_0.5_AG_3_2,HSR,AG,11,0.5,2,3,9,-8.44,22.2,85.8
NSA_0.5_AG_3_2,HSR,AG,14,0.5,2,3,9,-4.22,21.54,81.04
NSA_0.5_AG_3_3,HSR,AG,1,0.5,3,3,9,-5.66,10.48,70.08
NSA_0.5_AG_3_3,HSR,AG,6,0.5,3,3,9,-11.37,23.72,81.75
NSA_0.5_AG_3_3,HSR,AG,9,0.5,3,3,9,-11.07,21.01,82.73
NSA_0.5_AG_3_3,HSR,AG,11,0.5,3,3,9,-8.46,22.1,85.74
NSA_0.5_AG_3_3,HSR,AG,14,0.5,3,3,9,-4.17,21.52,81.11
NSA_0.5_AG_4_1,HSR,AG,1,0.5,1,4,11,-9.49,17.05,85.38
NSA_0.5_AG_4_1,HSR,AG,6,0.5,1,4,11,-9.66,18.84,84.14
NSA_0.5_AG_4_1,HSR,AG,9,0.5,1,4,11,-11.42,21.23,80.25
NSA_0.5_AG_4_1,HSR,AG,11,0.5,1,4,11,-8.1,15.96,87.21
NSA_0.5_AG_4_1,HSR,AG,14,0.5,1,4,11,-8.26,20.9,87.23
NSA_0.5_AG_4_2,HSR,AG,1,0.5,2,4,11,-7.56,14,80.86
NSA_0.5_AG_4_2,HSR,AG,6,0.5,2,4,11,-10.01,19.71,84.55
NSA_0.5_AG_4_2,HSR,AG,9,0.5,2,4,11,-11.26,20.88,80.81
NSA_0.5_AG_4_2,HSR,AG,11,0.5,2,4,11,-7.59,14.93,86.36
NSA_0.5_AG_4_2,HSR,AG,14,0.5,2,4,11,-7.99,20.24,86.66
NSA_0.5_AG_4_3,HSR,AG,1,0.5,3,4,11,-7.42,15.01,71.27
NSA_0.5_AG_4_3,HSR,AG,6,0.5,3,4,11,-10.28,20.05,84.92
NSA_0.5_AG_4_3,HSR,AG,9,0.5,3,4,11,-11.15,20.81,80.63
NSA_0.5_AG_4_3,HSR,AG,11,0.5,3,4,11,-7.57,15.02,86.58
