id,group,cult,day,concentration,no,samp,VL,a,b,L
NSA_0.5_AG_4_3,HSR,AG,14,0.5,3,4,11,-8.1,20.27,86.62
NSA_0.5_AG_5_1,HSR,AG,1,0.5,1,5,10,-9.53,18.13,70.51
NSA_0.5_AG_5_1,HSR,AG,6,0.5,1,5,10,-9.26,18.28,81.09
NSA_0.5_AG_5_1,HSR,AG,9,0.5,1,5,10,-11.54,22.42,83.01
NSA_0.5_AG_5_1,HSR,AG,11,0.5,1,5,10,-8.28,20.47,86
NSA_0.5_AG_5_1,HSR,AG,14,0.5,1,5,10,-8.58,20.4,87.39
NSA_0.5_AG_5_2,HSR,AG,1,0.5,2,5,10,-9.53,18.48,69.83
NSA_0.5_AG_5_2,HSR,AG,6,0.5,2,5,10,-9.49,18.55,80.98
NSA_0.5_AG_5_2,HSR,AG,9,0.5,2,5,10,-11.32,22.16,82.48
NSA_0.5_AG_5_2,HSR,AG,11,0.5,2,5,10,-8.31,20.45,85.46
NSA_0.5_AG_5_2,HSR,AG,14,0.5,2,5,10,-8.65,20.35,87.88
NSA_0.5_AG_5_3,HSR,AG,1,0.5,3,5,10,-9.81,19.49,69.29
NSA_0.5_AG_5_3,HSR,AG,6,0.5,3,5,10,-9.57,18.66,81.14
NSA_0.5_AG_5_3,HSR,AG,9,0.5,3,5,10,-11.48,22.41,82.67
NSA_0.5_AG_5_3,HSR,AG,11,0.5,3,5,10,-8.35,20.51,85.44
NSA_0.5_AG_5_3,HSR,AG,14,0.5,3,5,10,-8.71,20.44,88.17
NSA_0.5_AG_6_1,HSR,AG,1,0.5,1,6,11,-14.32,26.61,80.97
NSA_0.5_AG_6_1,HSR,AG,6,0.5,1,6,11,-9.3,18.6,81.76
NSA_0.5_AG_6_1,HSR,AG,9,0.5,1,6,11,-8.39,14.93,83.66
NSA_0.5_AG_6_1,HSR,AG,11,0.5,1,6,11,-11.7,23.66,83.69
NSA_0.5_AG_6_1,HSR,AG,14,0.5,1,6,11,-5.32,21.9,77.06
NSA_0.5_AG_6_2,HSR,AG,1,0.5,2,6,11,-13.54,25.39,80.58
NSA_0.5_AG_6_2,HSR,AG,6,0.5,2,6,11,-9.89,18.29,80.16
NSA_0.5_AG_6_2,HSR,AG,9,0.5,2,6,11,-8.56,14.98,83.92
NSA_0.5_AG_6_2,HSR,AG,11,0.5,2,6,11,-11.81,23.81,83.7
NSA_0.5_AG_6_2,HSR,AG,14,0.5,2,6,11,-5.35,21.84,77.11
NSA_0.5_AG_6_3,HSR,AG,1,0.5,3,6,11,-11.91,22.54,79.15
NSA_0.5_AG_6_3,HSR,AG,6,0.5,3,6,11,-9.32,18.66,79.72
NSA_0.5_AG_6_3,HSR,AG,9,0.5,3,6,11,-8.55,14.97,84.12
NSA_0.5_AG_6_3,HSR,AG,11,0.5,3,6,11,-11.92,24.03,83.86
NSA_0.5_AG_6_3,HSR,AG,14,0.5,3,6,11,-5.58,21.91,77.07
NSA_0.5_AG_7_1,HSR,AG,1,0.5,1,7,10,-7.75,13.89,85.19
NSA_0.5_AG_7_1,HSR,AG,6,0.5,1,7,10,-9.91,19.17,82.86
NSA_0.5_AG_7_1,HSR,AG,9,0.5,1,7,10,-9.71,18.35,84.15
NSA_0.5_AG_7_1,HSR,AG,11,0.5,1,7,10,-11.46,27.87,80.4
NSA_0.5_AG_7_1,HSR,AG,14,0.5,1,7,10,-10.41,24.83,84.28
NSA_0.5_AG_7_2,HSR,AG,1,0.5,2,7,10,-7.21,12.85,84.85
NSA_0.5_AG_7_2,HSR,AG,6,0.5,2,7,10,-9.77,18.87,83.66
NSA_0.5_AG_7_2,HSR,AG,9,0.5,2,7,10,-9.49,18.03,83.94
NSA_0.5_AG_7_2,HSR,AG,11,0.5,2,7,10,-10.51,25.68,76.72
NSA_0.5_AG_7_2,HSR,AG,14,0.5,2,7,10,-10.3,24.72,84.36
NSA_0.5_AG_7_3,HSR,AG,1,0.5,3,7,10,-7.1,12.69,84.77
NSA_0.5_AG_7_3,HSR,AG,6,0.5,3,7,10,-9.83,17.8,83.74
NSA_0.5_AG_7_3,HSR,AG,9,0.5,3,7,10,-8.71,16.75,82.58
NSA_0.5_AG_7_3,HSR,AG,11,0.5,3,7,10,-8.33,21.81,70.35
NSA_0.5_AG_7_3,HSR,AG,14,0.5,3,7,10,-10.38,24.7,84.37
NSA_0.5_AG_8_1,HSR,AG,1,0.5,1,8,11,-8.35,15.72,75.43
NSA_0.5_AG_8_1,HSR,AG,6,0.5,1,8,11,-8.45,16.81,82.81
NSA_0.5_AG_8_1,HSR,AG,9,0.5,1,8,11,-4.62,9.98,85.05
NSA_0.5_AG_8_1,HSR,AG,11,0.5,1,8,11,-5.91,12.46,84.58
NSA_0.5_AG_8_1,HSR,AG,14,0.5,1,8,11,-4.24,13.37,82.65
NSA_0.5_AG_8_2,HSR,AG,1,0.5,2,8,11,-7.58,14.24,75.71
NSA_0.5_AG_8_2,HSR,AG,6,0.5,2,8,11,-8.4,16.79,82.37
NSA_0.5_AG_8_2,HSR,AG,9,0.5,2,8,11,-4.52,9.86,84.91
NSA_0.5_AG_8_2,HSR,AG,11,0.5,2,8,11,-5.96,12.66,85.14
NSA_0.5_AG_8_2,HSR,AG,14,0.5,2,8,11,-4.85,14.7,85.87
NSA_0.5_AG_8_3,HSR,AG,1,0.5,3,8,11,-8.14,15.09,78.19
NSA_0.5_AG_8_3,HSR,AG,6,0.5,3,8,11,-8.36,16.65,81.92
NSA_0.5_AG_8_3,HSR,AG,9,0.5,3,8,11,-4.61,9.76,84.55
NSA_0.5_AG_8_3,HSR,AG,11,0.5,3,8,11,-5.89,12.55,84.66
NSA_0.5_AG_8_3,HSR,AG,14,0.5,3,8,11,-5,14.89,86.51
NSA_0.5_AG_9_1,HSR,AG,1,0.5,1,9,9,-9.6,18.04,84.53
NSA_0.5_AG_9_1,HSR,AG,6,0.5,1,9,9,-8.73,17.26,84.82
NSA_0.5_AG_9_1,HSR,AG,9,0.5,1,9,9,-7.67,17.01,67.72
NSA_0.5_AG_9_1,HSR,AG,11,0.5,1,9,9,-7.83,20.37,84.59
NSA_0.5_AG_9_1,HSR,AG,14,0.5,1,9,9,-4,19.54,80.48
NSA_0.5_AG_9_2,HSR,AG,1,0.5,2,9,9,-8.8,16.59,83.71
NSA_0.5_AG_9_2,HSR,AG,6,0.5,2,9,9,-8.75,17.32,84.87
NSA_0.5_AG_9_2,HSR,AG,9,0.5,2,9,9,-7.99,17.67,68.36
NSA_0.5_AG_9_2,HSR,AG,11,0.5,2,9,9,-7.66,20.27,84.02
NSA_0.5_AG_9_2,HSR,AG,14,0.5,2,9,9,-3.99,19.45,80.5
NSA_0.5_AG_9_3,HSR,AG,1,0.5,3,9,9,-8.24,15.31,83.14
NSA_0.5_AG_9_3,HSR,AG,6,0.5,3,9,9,-8.79,17.37,85.06
NSA_0.5_AG_9_3,HSR,AG,9,0.5,3,9,9,-8.1,18.06,69.48
NSA_0.5_AG_9_3,HSR,AG,11,0.5,3,9,9,-7.58,20.24,83.93
NSA_0.5_AG_9_3,HSR,AG,14,0.5,3,9,9,-3.94,19.35,80.55
NSA_0.5_AG_10_1,HSR,AG,1,0.5,1,10,8,-9.22,17.24,78.57
NSA_0.5_AG_10_1,HSR,AG,6,0.5,1,10,8,-10.82,21.78,76.33
NSA_0.5_AG_10_1,HSR,AG,9,0.5,1,10,8,-10.29,22.37,82.51
NSA_0.5_AG_10_1,HSR,AG,11,0.5,1,10,8,-8.7,21.54,81.35
NSA_0.5_AG_10_1,HSR,AG,14,0.5,1,10,8,-3.02,21.86,74.88
NSA_0.5_AG_10_2,HSR,AG,1,0.5,2,10,8,-7.59,14.65,68.42
NSA_0.5_AG_10_2,HSR,AG,6,0.5,2,10,8,-8.78,18.74,70.67
NSA_0.5_AG_10_2,HSR,AG,9,0.5,2,10,8,-10.32,22.35,82.54
NSA_0.5_AG_10_2,HSR,AG,11,0.5,2,10,8,-8.61,21.48,81.45
NSA_0.5_AG_10_2,HSR,AG,14,0.5,2,10,8,-2.95,21.96,74.87
NSA_0.5_AG_10_3,HSR,AG,1,0.5,3,10,8,-7.02,13.52,65.56
NSA_0.5_AG_10_3,HSR,AG,6,0.5,3,10,8,-9.43,20.05,74.08
NSA_0.5_AG_10_3,HSR,AG,9,0.5,3,10,8,-10.32,22.44,83.01
NSA_0.5_AG_10_3,HSR,AG,11,0.5,3,10,8,-8.74,21.47,81.43
NSA_0.5_AG_10_3,HSR,AG,14,0.5,3,10,8,-2.84,21.94,74.9
NSA_0.5_AG_11_1,HSR,AG,1,0.5,1,11,11,-13.3,23.67,82.7
NSA_0.5_AG_11_1,HSR,AG,6,0.5,1,11,11,-9.81,19.31,85.85
NSA_0.5_AG_11_1,HSR,AG,9,0.5,1,11,11,-10.52,19.6,81.17
NSA_0.5_AG_11_1,HSR,AG,11,0.5,1,11,11,-9.02,18.2,85.44
NSA_0.5_AG_11_1,HSR,AG,14,0.5,1,11,11,-7.03,17.81,84.75
NSA_0.5_AG_11_2,HSR,AG,1,0.5,2,11,11,-12.67,22.65,82.77
NSA_0.5_AG_11_2,HSR,AG,6,0.5,2,11,11,-9.86,19.31,85.61
NSA_0.5_AG_11_2,HSR,AG,9,0.5,2,11,11,-10.22,19.27,81.27
NSA_0.5_AG_11_2,HSR,AG,11,0.5,2,11,11,-8.43,17,83.57
NSA_0.5_AG_11_2,HSR,AG,14,0.5,2,11,11,-7.12,17.95,84.91
NSA_0.5_AG_11_3,HSR,AG,1,0.5,3,11,11,-12.66,22.87,81.02
NSA_0.5_AG_11_3,HSR,AG,6,0.5,3,11,11,-9.78,19.3,85.5
NSA_0.5_AG_11_3,HSR,AG,9,0.5,3,11,11,-9.28,17.5,82.14
NSA_0.5_AG_11_3,HSR,AG,11,0.5,3,11,11,-8.55,17.29,83.59
NSA_0.5_AG_11_3,HSR,AG,14,0.5,3,11,11,-7.4,18.77,85.92
NSA_0.5_AG_12_1,HSR,AG,1,0.5,1,12,14,-8.08,13.7,84.05
NSA_0.5_AG_12_1,HSR,AG,6,0.5,1,12,14,-12.32,24.32,82.57
NSA_0.5_AG_12_1,HSR,AG,9,0.5,1,12,14,-10.43,19.87,75.39
NSA_0.5_AG_12_1,HSR,AG,11,0.5,1,12,14,-10.28,23.31,80.92
NSA_0.5_AG_12_1,HSR,AG,14,0.5,1,12,14,-10.25,23,84.61
NSA_0.5_AG_12_2,HSR,AG,1,0.5,2,12,14,-7.82,13.43,81.57
NSA_0.5_AG_12_2,HSR,AG,6,0.5,2,12,14,-12.08,23.89,82
NSA_0.5_AG_12_2,HSR,AG,9,0.5,2,12,14,-11.04,20.83,76.87
NSA_0.5_AG_12_2,HSR,AG,11,0.5,2,12,14,-10.31,23.33,81.13
NSA_0.5_AG_12_2,HSR,AG,14,0.5,2,12,14,-10.42,22.94,85.24
NSA_0.5_AG_12_3,HSR,AG,1,0.5,3,12,14,-6.91,12.19,77.54
NSA_0.5_AG_12_3,HSR,AG,6,0.5,3,12,14,-12.09,23.89,82.1
NSA_0.5_AG_12_3,HSR,AG,9,0.5,3,12,14,-11.2,21.16,77.49
NSA_0.5_AG_12_3,HSR,AG,11,0.5,3,12,14,-10.39,23.48,81.4
NSA_0.5_AG_12_3,HSR,AG,14,0.5,3,12,14,-10.53,23.1,85.36
NSA_0.0_CP_1_1,HSR,CP,1,0,1,1,8,12.26,1.28,68.84
NSA_0.0_CP_1_1,HSR,CP,6,0,1,1,8,9.98,1.14,80.83
NSA_0.0_CP_1_1,HSR,CP,9,0,1,1,8,15.73,0.23,75.87
NSA_0.0_CP_1_1,HSR,CP,11,0,1,1,8,15.8,3.09,71.16
NSA_0.0_CP_1_1,HSR,CP,14,0,1,1,8,10.02,5.06,81.27
NSA_0.0_CP_1_2,HSR,CP,1,0,2,1,8,10.9,1.73,73.19
NSA_0.0_CP_1_2,HSR,CP,6,0,2,1,8,9.46,1.11,81.1
NSA_0.0_CP_1_2,HSR,CP,9,0,2,1,8,15.96,0.37,76.56
NSA_0.0_CP_1_2,HSR,CP,11,0,2,1,8,13.32,2.08,72.74
NSA_0.0_CP_1_2,HSR,CP,14,0,2,1,8,10.19,5.21,81.22
NSA_0.0_CP_1_3,HSR,CP,1,0,3,1,8,6.76,5.1,69.33
NSA_0.0_CP_1_3,HSR,CP,6,0,3,1,8,9.72,1.37,82.29
NSA_0.0_CP_1_3,HSR,CP,9,0,3,1,8,16.31,0.48,76.9
NSA_0.0_CP_1_3,HSR,CP,11,0,3,1,8,11.71,1.68,73.89
NSA_0.0_CP_1_3,HSR,CP,14,0,3,1,8,10.16,5.21,81.2
NSA_0.0_CP_2_1,HSR,CP,1,0,1,2,9,17.52,-0.33,68.58
NSA_0.0_CP_2_1,HSR,CP,6,0,1,2,9,13.69,0.44,78.53
NSA_0.0_CP_2_1,HSR,CP,9,0,1,2,9,12.41,0.28,76.28
NSA_0.0_CP_2_1,HSR,CP,11,0,1,2,9,16.38,0.95,69.83
NSA_0.0_CP_2_1,HSR,CP,14,0,1,2,9,1.77,29.77,54.41
NSA_0.0_CP_2_2,HSR,CP,1,0,2,2,9,10.5,-0.29,67.57
NSA_0.0_CP_2_2,HSR,CP,6,0,2,2,9,14.06,0.43,79.34
NSA_0.0_CP_2_2,HSR,CP,9,0,2,2,9,11.61,0.21,75.6
NSA_0.0_CP_2_2,HSR,CP,11,0,2,2,9,16.02,1.49,70.46
NSA_0.0_CP_2_2,HSR,CP,14,0,2,2,9,0.64,29.17,54.72
NSA_0.0_CP_2_3,HSR,CP,1,0,3,2,9,9.4,-0.19,66.66
NSA_0.0_CP_2_3,HSR,CP,6,0,3,2,9,14.51,0.73,80.47
NSA_0.0_CP_2_3,HSR,CP,9,0,3,2,9,10.71,0.37,68.46
NSA_0.0_CP_2_3,HSR,CP,11,0,3,2,9,14.28,2.13,68.11
NSA_0.0_CP_2_3,HSR,CP,14,0,3,2,9,0.77,29.23,54.93
NSA_0.0_CP_3_1,HSR,CP,1,0,1,3,10,9.26,1.81,77.02
NSA_0.0_CP_3_1,HSR,CP,6,0,1,3,10,5.96,1.93,81.77
NSA_0.0_CP_3_1,HSR,CP,9,0,1,3,10,6.91,1.71,82.52
NSA_0.0_CP_3_1,HSR,CP,11,0,1,3,10,2.57,6.88,82.21
NSA_0.0_CP_3_1,HSR,CP,14,0,1,3,10,3.36,7.97,80.24
NSA_0.0_CP_3_2,HSR,CP,1,0,2,3,10,9.33,2.13,78.32
NSA_0.0_CP_3_2,HSR,CP,6,0,2,3,10,5.95,1.78,80.78
NSA_0.0_CP_3_2,HSR,CP,9,0,2,3,10,6.33,1.52,81.2
NSA_0.0_CP_3_2,HSR,CP,11,0,2,3,10,2.47,6.95,82.44
NSA_0.0_CP_3_2,HSR,CP,14,0,2,3,10,3.16,8.37,82.4
NSA_0.0_CP_3_3,HSR,CP,1,0,3,3,10,5.39,2.47,81.86
NSA_0.0_CP_3_3,HSR,CP,6,0,3,3,10,5.87,1.76,80.6
NSA_0.0_CP_3_3,HSR,CP,9,0,3,3,10,6.6,1.74,81.42
NSA_0.0_CP_3_3,HSR,CP,11,0,3,3,10,2.48,6.96,82.48
NSA_0.0_CP_3_3,HSR,CP,14,0,3,3,10,3.14,8.62,83.31
NSA_0.0_CP_4_1,HSR,CP,1,0,1,4,7,8.66,-0.48,78.6
NSA_0.0_CP_4_1,HSR,CP,6,0,1,4,7,8.38,2.27,71.68
NSA_0.0_CP_4_1,HSR,CP,9,0,1,4,7,15.69,3.72,72.3
NSA_0.0_CP_4_1,HSR,CP,11,0,1,4,7,11.31,7.11,76.53
NSA_0.0_CP_4_1,HSR,CP,14,0,1,4,7,9.99,9.83,74.36
NSA_0.0_CP_4_2,HSR,CP,1,0,2,4,7,9.62,-0.39,79.07
NSA_0.0_CP_4_2,HSR,CP,6,0,2,4,7,8.17,1.78,72.47
NSA_0.0_CP_4_2,HSR,CP,9,0,2,4,7,15.61,3.73,72.08
NSA_0.0_CP_4_2,HSR,CP,11,0,2,4,7,11.42,7.2,76.63
NSA_0.0_CP_4_2,HSR,CP,14,0,2,4,7,9.97,9.98,74.76
NSA_0.0_CP_4_3,HSR,CP,1,0,3,4,7,11.97,-0.82,77.77
NSA_0.0_CP_4_3,HSR,CP,6,0,3,4,7,8.16,2.17,73.41
NSA_0.0_CP_4_3,HSR,CP,9,0,3,4,7,15.87,3.77,71.85
NSA_0.0_CP_4_3,HSR,CP,11,0,3,4,7,11.34,7.24,76.62
NSA_0.0_CP_4_3,HSR,CP,14,0,3,4,7,10.07,10.05,74.87
NSA_0.0_CP_5_1,HSR,CP,1,0,1,5,7,11.87,-0.43,77.9
NSA_0.0_CP_5_1,HSR,CP,6,0,1,5,7,8.31,0.75,84.15
NSA_0.0_CP_5_1,HSR,CP,9,0,1,5,7,15.95,1.11,79.2
NSA_0.0_CP_5_1,HSR,CP,11,0,1,5,7,12.25,4.46,77.54
NSA_0.0_CP_5_1,HSR,CP,14,0,1,5,7,8.41,10.86,77.3
NSA_0.0_CP_5_2,HSR,CP,1,0,2,5,7,10.34,-0.11,74.09
NSA_0.0_CP_5_2,HSR,CP,6,0,2,5,7,8.15,0.74,84.09
NSA_0.0_CP_5_2,HSR,CP,9,0,2,5,7,15.99,1.11,79.14
NSA_0.0_CP_5_2,HSR,CP,11,0,2,5,7,12.3,4.5,77.84
NSA_0.0_CP_5_2,HSR,CP,14,0,2,5,7,8.56,11.16,77.84
NSA_0.0_CP_5_3,HSR,CP,1,0,3,5,7,12.66,-0.19,74.12
NSA_0.0_CP_5_3,HSR,CP,6,0,3,5,7,8.24,0.73,84.15
NSA_0.0_CP_5_3,HSR,CP,9,0,3,5,7,16.05,1.15,79
NSA_0.0_CP_5_3,HSR,CP,11,0,3,5,7,11.88,3.93,74.54
NSA_0.0_CP_5_3,HSR,CP,14,0,3,5,7,8.49,11.08,77.93
NSA_0.0_CP_6_1,HSR,CP,1,0,1,6,6,8.94,1.4,83.62
NSA_0.0_CP_6_1,HSR,CP,6,0,1,6,6,7.19,3.6,78.16
NSA_0.0_CP_6_1,HSR,CP,9,0,1,6,6,9.92,5.18,82.83
NSA_0.0_CP_6_1,HSR,CP,11,0,1,6,6,8.25,11.38,74.94
NSA_0.0_CP_6_1,HSR,CP,14,0,1,6,6,8.73,19.35,67.02
NSA_0.0_CP_6_2,HSR,CP,1,0,2,6,6,8.29,1.72,83.21
NSA_0.0_CP_6_2,HSR,CP,6,0,2,6,6,10.96,3.94,71.38
NSA_0.0_CP_6_2,HSR,CP,9,0,2,6,6,10.06,5.2,82.97
NSA_0.0_CP_6_2,HSR,CP,11,0,2,6,6,8.29,11.35,74.99
NSA_0.0_CP_6_2,HSR,CP,14,0,2,6,6,8.46,19.21,67.85
NSA_0.0_CP_6_3,HSR,CP,1,0,3,6,6,8.17,1.81,82.52
NSA_0.0_CP_6_3,HSR,CP,6,0,3,6,6,10.85,4.01,71.33
NSA_0.0_CP_6_3,HSR,CP,9,0,3,6,6,9.89,5.19,82.87
NSA_0.0_CP_6_3,HSR,CP,11,0,3,6,6,8.19,11.14,74.59
NSA_0.0_CP_6_3,HSR,CP,14,0,3,6,6,8.55,19.07,68.01
NSA_0.0_CP_7_1,HSR,CP,1,0,1,7,9,6.2,1.23,77.97
NSA_0.0_CP_7_1,HSR,CP,6,0,1,7,9,4.73,2.21,85.72
NSA_0.0_CP_7_1,HSR,CP,9,0,1,7,9,9.92,1.67,84.05
NSA_0.0_CP_7_1,HSR,CP,11,0,1,7,9,11.41,3.89,78.98
NSA_0.0_CP_7_1,HSR,CP,14,0,1,7,9,5.64,7.01,83.07
NSA_0.0_CP_7_2,HSR,CP,1,0,2,7,9,8.31,1.68,83.34
NSA_0.0_CP_7_2,HSR,CP,6,0,2,7,9,4.5,2.27,81.88
NSA_0.0_CP_7_2,HSR,CP,9,0,2,7,9,18.18,1.76,84.05
NSA_0.0_CP_7_2,HSR,CP,11,0,2,7,9,10.18,3.21,76.99
NSA_0.0_CP_7_2,HSR,CP,14,0,2,7,9,5.61,7.02,83.72
NSA_0.0_CP_7_3,HSR,CP,1,0,3,7,9,5.16,1.81,75.22
NSA_0.0_CP_7_3,HSR,CP,6,0,3,7,9,4.31,2.36,85.4
NSA_0.0_CP_7_3,HSR,CP,9,0,3,7,9,18.24,1.83,84.09
NSA_0.0_CP_7_3,HSR,CP,11,0,3,7,9,10.49,3.52,77.91
NSA_0.0_CP_7_3,HSR,CP,14,0,3,7,9,5.64,6.99,83.86
NSA_0.0_CP_8_1,HSR,CP,1,0,1,8,9,6.46,0.06,80.02
NSA_0.0_CP_8_1,HSR,CP,6,0,1,8,9,7.9,1.34,86.07
NSA_0.0_CP_8_1,HSR,CP,9,0,1,8,9,7.51,1.48,77.28
NSA_0.0_CP_8_1,HSR,CP,11,0,1,8,9,13.76,2.12,78.99
NSA_0.0_CP_8_1,HSR,CP,14,0,1,8,9,9.99,9.08,79.38
NSA_0.0_CP_8_2,HSR,CP,1,0,2,8,9,9.9,-0.88,57.22
NSA_0.0_CP_8_2,HSR,CP,6,0,2,8,9,7.89,1.46,86.4
NSA_0.0_CP_8_2,HSR,CP,9,0,2,8,9,7.22,1.32,77.14
NSA_0.0_CP_8_2,HSR,CP,11,0,2,8,9,13.76,2.09,78.66
NSA_0.0_CP_8_2,HSR,CP,14,0,2,8,9,9.87,8.14,79.41
NSA_0.0_CP_8_3,HSR,CP,1,0,3,8,9,10.19,-1.15,54.22
NSA_0.0_CP_8_3,HSR,CP,6,0,3,8,9,8.82,1.58,86.61
NSA_0.0_CP_8_3,HSR,CP,9,0,3,8,9,7.96,1.52,76.73
NSA_0.0_CP_8_3,HSR,CP,11,0,3,8,9,13.59,2.07,78.38
NSA_0.0_CP_8_3,HSR,CP,14,0,3,8,9,9.82,8.13,79.43
NSA_0.0_CP_9_1,HSR,CP,1,0,1,9,8,8.17,-0.58,73.64
NSA_0.0_CP_9_1,HSR,CP,6,0,1,9,8,8.35,1.88,83.53
NSA_0.0_CP_9_1,HSR,CP,9,0,1,9,8,11.07,0.53,74.75
NSA_0.0_CP_9_1,HSR,CP,11,0,1,9,8,12.11,4.91,76.21
NSA_0.0_CP_9_1,HSR,CP,14,0,1,9,8,10.81,8.34,74.31
NSA_0.0_CP_9_2,HSR,CP,1,0,2,9,8,6.8,-0.3,71.59
NSA_0.0_CP_9_2,HSR,CP,6,0,2,9,8,8.03,1.45,81.6
NSA_0.0_CP_9_2,HSR,CP,9,0,2,9,8,10.88,-4.32,41.89
NSA_0.0_CP_9_2,HSR,CP,11,0,2,9,8,12.01,4.93,76.25
NSA_0.0_CP_9_2,HSR,CP,14,0,2,9,8,10.72,8.46,74.19
NSA_0.0_CP_9_3,HSR,CP,1,0,3,9,8,6.83,0.05,73.05
NSA_0.0_CP_9_3,HSR,CP,6,0,3,9,8,7.94,1.37,81.06
NSA_0.0_CP_9_3,HSR,CP,9,0,3,9,8,10.09,-3.72,45.49
NSA_0.0_CP_9_3,HSR,CP,11,0,3,9,8,12.01,4.95,76.42
NSA_0.0_CP_9_3,HSR,CP,14,0,3,9,8,10.64,8.4,74.39
NSA_0.0_CP_10_1,HSR,CP,1,0,1,10,9,7.87,0.3,78.31
NSA_0.0_CP_10_1,HSR,CP,6,0,1,10,9,2.77,1.86,81.73
NSA_0.0_CP_10_1,HSR,CP,9,0,1,10,9,5.15,-2.08,74.72
NSA_0.0_CP_10_1,HSR,CP,11,0,1,10,9,7.56,4.22,81.86
NSA_0.0_CP_10_1,HSR,CP,14,0,1,10,9,2.94,4.9,85.33
NSA_0.0_CP_10_2,HSR,CP,1,0,2,10,9,8.17,0.18,76.36
NSA_0.0_CP_10_2,HSR,CP,6,0,2,10,9,2.77,1.78,81.19
NSA_0.0_CP_10_2,HSR,CP,9,0,2,10,9,4.93,-0.28,57.86
NSA_0.0_CP_10_2,HSR,CP,11,0,2,10,9,6.75,4.37,82.21
NSA_0.0_CP_10_2,HSR,CP,14,0,2,10,9,2.72,4.98,85.44
NSA_0.0_CP_10_3,HSR,CP,1,0,3,10,9,8.3,0.27,77.12
NSA_0.0_CP_10_3,HSR,CP,6,0,3,10,9,2.76,1.9,82.08
NSA_0.0_CP_10_3,HSR,CP,9,0,3,10,9,3.91,0.82,65.41
NSA_0.0_CP_10_3,HSR,CP,11,0,3,10,9,6.59,4.45,81.8
NSA_0.0_CP_10_3,HSR,CP,14,0,3,10,9,2.72,5.08,85.45
NSA_0.0_CP_11_1,HSR,CP,1,0,1,11,8,14.67,-0.93,77.82
NSA_0.0_CP_11_1,HSR,CP,6,0,1,11,8,14.34,0.45,70.67
NSA_0.0_CP_11_1,HSR,CP,9,0,1,11,8,14.01,2,78.97
NSA_0.0_CP_11_1,HSR,CP,11,0,1,11,8,12.62,5.23,71.16
NSA_0.0_CP_11_1,HSR,CP,14,0,1,11,8,9.85,9.26,72.15
NSA_0.0_CP_11_2,HSR,CP,1,0,2,11,8,15.82,-0.81,77.68
NSA_0.0_CP_11_2,HSR,CP,6,0,2,11,8,16.75,1.19,73.72
NSA_0.0_CP_11_2,HSR,CP,9,0,2,11,8,14.02,2.34,79.05
NSA_0.0_CP_11_2,HSR,CP,11,0,2,11,8,13.13,5.45,71.54
NSA_0.0_CP_11_2,HSR,CP,14,0,2,11,8,10.03,9.23,72.38
NSA_0.0_CP_11_3,HSR,CP,1,0,3,11,8,16,-0.78,77.74
NSA_0.0_CP_11_3,HSR,CP,6,0,3,11,8,16.96,1.24,74.44
NSA_0.0_CP_11_3,HSR,CP,9,0,3,11,8,13.96,2.85,79.22
NSA_0.0_CP_11_3,HSR,CP,11,0,3,11,8,12.76,5.34,71.23
NSA_0.0_CP_11_3,HSR,CP,14,0,3,11,8,9.99,9.36,72.35
NSA_0.0_CP_12_1,HSR,CP,1,0,1,12,8,9.86,-1.02,72.65
NSA_0.0_CP_12_1,HSR,CP,6,0,1,12,8,18.03,0.48,74.11
NSA_0.0_CP_12_1,HSR,CP,9,0,1,12,8,13.33,1.97,78.5
NSA_0.0_CP_12_1,HSR,CP,11,0,1,12,8,9.35,5.13,69.4
NSA_0.0_CP_12_1,HSR,CP,14,0,1,12,8,10.49,3.74,77.19
NSA_0.0_CP_12_2,HSR,CP,1,0,2,12,8,9.42,-0.88,74.24
NSA_0.0_CP_12_2,HSR,CP,6,0,2,12,8,18.36,0.68,75.79
NSA_0.0_CP_12_2,HSR,CP,9,0,2,12,8,13.57,2.15,79.57
NSA_0.0_CP_12_2,HSR,CP,11,0,2,12,8,9.63,5.5,70.92
NSA_0.0_CP_12_2,HSR,CP,14,0,2,12,8,10.44,3.77,77.22
NSA_0.0_CP_12_3,HSR,CP,1,0,3,12,8,9.99,-0.54,77.09
NSA_0.0_CP_12_3,HSR,CP,6,0,3,12,8,18.33,0.74,76.08
NSA_0.0_CP_12_3,HSR,CP,9,0,3,12,8,13.68,2.19,78.79
NSA_0.0_CP_12_3,HSR,CP,11,0,3,12,8,9.98,5.68,71.12
NSA_0.0_CP_12_3,HSR,CP,14,0,3,12,8,10.55,3.85,77.22
NSA_0.1_CP_1_1,HSR,CP,1,0.1,1,1,12,10.7,1.81,81.24
NSA_0.1_CP_1_1,HSR,CP,6,0.1,1,1,12,4.16,2.26,79.22
NSA_0.1_CP_1_1,HSR,CP,9,0.1,1,1,12,12.67,0.78,75.33
NSA_0.1_CP_1_1,HSR,CP,11,0.1,1,1,12,3.14,2.95,78.5
NSA_0.1_CP_1_1,HSR,CP,14,0.1,1,1,12,4.55,4.49,79.94
NSA_0.1_CP_1_2,HSR,CP,1,0.1,2,1,12,4.63,1.63,83.49
NSA_0.1_CP_1_2,HSR,CP,6,0.1,2,1,12,4.08,2.44,81.14
