Condition,Substrate,Group,Treatment_method ,Concentration,Treatment,Treat_No.,Cultivar,Samples,stem.volume,stem.nodes,length,bush,flowering.day,SPAD
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KP,4,CP,2,NA,9,65,5,63,80.2
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KP,4,CP,3,4.52,NA,NA,NA,NA,NA
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KP,4,CP,4,4.71,9,63,4,65,85.5
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KP,4,CP,5,4.3,8,59,4,61,97
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KP,4,CP,6,4.32,8,68,5,59,119.3
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_BP,1,BP,1,4.34,6,43,5,56,98.6
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_BP,1,BP,2,4.99,6,51,6,73,96
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_BP,1,BP,3,4.73,5,56,5,62,89.1
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_BP,1,BP,4,3.84,5,51.5,4,59,110.6
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_BP,1,BP,5,4.75,6,69,4,64,102.6
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_BP,1,BP,6,5.3,6,54.5,5,65,116.6
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_BP,2,BP,1,4.93,6,63,6,59,109.2
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_BP,2,BP,2,4.61,6,52.5,5,65,100
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_BP,2,BP,3,4.91,6,50.5,6,65,95
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_BP,2,BP,4,5.04,5,42.5,4,60,115.7
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_BP,2,BP,5,4.74,6,59,4,61,116.2
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_BP,2,BP,6,5.17,5,46.5,4,76,117.9
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_BP,3,BP,1,5.35,6,64.5,6,65,108.9
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_BP,3,BP,2,4.78,6,72,6,64,108.1
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_BP,3,BP,3,5.3,6,61.5,6,65,121.6
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_BP,3,BP,4,4.48,5,53.5,4,65,106.3
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_BP,3,BP,5,4.39,6,53,5,56,117.4
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_BP,3,BP,6,4.94,6,57,4,59,106.5
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_BP,4,BP,1,4.31,6,54,4,61,107.1
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_BP,4,BP,2,4.88,6,50.5,3,62,112
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_BP,4,BP,3,4.27,6,64,4,65,113.6
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_BP,4,BP,4,4.41,6,56,4,60,104.3
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_BP,4,BP,5,4.07,5,51.5,4,56,114.8
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_BP,4,BP,6,4.6,5,50,3,59,116.6
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_KW,1,KW,1,4.08,8,66.5,3,64,98.98
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_KW,1,KW,2,4.92,7,63.5,3,65,74.5
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_KW,1,KW,3,3.86,7,56.7,3,65,90.8
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_KW,1,KW,4,4.03,7,54.5,2,65,117.7
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_KW,1,KW,5,4.63,7,63.5,4,63,134
plant,soil,PSC1,PSC1_0.0,0,PSC1_0.0_KW,1,KW,6,4.89,7,61,4,60,125.1
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_KW,2,KW,1,3.95,8,63,3,65,121.9
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_KW,2,KW,2,4.15,8,58,3,68,122.7
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_KW,2,KW,3,4.27,7,57.5,3,68,122.5
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_KW,2,KW,4,4.35,8,70,3,59,142.9
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_KW,2,KW,5,4.64,7,58.5,3,65,114.7
plant,soil,PSC1,PSC1_0.1,0.1,PSC1_0.1_KW,2,KW,6,4.29,7,60,4,75,111.5
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_KW,3,KW,1,4.26,7,64,4,68,133
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_KW,3,KW,2,4.18,7,57,4,61,122.3
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_KW,3,KW,3,3.96,7,59.5,3,65,112.4
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_KW,3,KW,4,3.55,5,52.5,4,65,112.8
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_KW,3,KW,5,5.12,8,63,3,68,129.8
plant,soil,PSC1,PSC1_0.3,0.3,PSC1_0.3_KW,3,KW,6,4.17,7,63.5,4,74,121.6
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KW,4,KW,1,3.79,7,53,3,64,96.2
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KW,4,KW,2,4.37,7,63.5,3,65,99.7
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KW,4,KW,3,5.39,7,62,3,65,106
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KW,4,KW,4,4.15,7,43,4,62,113.6
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KW,4,KW,5,3.86,7,54.5,4,65,113.8
plant,soil,PSC1,PSC1_0.5,0.5,PSC1_0.5_KW,4,KW,6,2.94,7,60,3,65,137
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_AG,1,AG,1,3.03,7,64,3,56,108
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_AG,1,AG,2,3.24,8,55.5,2,65,103.9
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_AG,1,AG,3,3.81,8,57.8,2,59,121.2
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_AG,1,AG,4,3.91,7,45,4,59,133.3
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_AG,1,AG,5,3.6,7,43.5,2,59,118.2
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_AG,1,AG,6,2.88,8,54,2,59,88.6
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_AG,2,AG,1,3.23,8,43,2,59,100.6
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_AG,2,AG,2,3.2,8,53.5,2,61,99.6
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_AG,2,AG,3,3.82,9,49,3,76,56.4
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_AG,2,AG,4,3.3,9,39,2,77,75.9
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_AG,2,AG,5,3.68,10,42,2,75,103
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_AG,2,AG,6,3.26,8,46.5,2,80,98.2
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_AG,3,AG,1,4.01,9,56,3,65,105
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_AG,3,AG,2,3.39,8,51.5,2,65,111.7
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_AG,3,AG,3,3.76,8,48.5,2,65,114
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_AG,3,AG,4,3.33,8,44,2,65,96.3
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_AG,3,AG,5,4.5,12,54,4,68,104.5
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_AG,3,AG,6,3.87,7,48,3,68,93.2
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_AG,4,AG,1,3.83,8,61.5,2,59,114
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_AG,4,AG,2,3.36,7,49,2,65,90.6
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_AG,4,AG,3,3.57,7,50,3,65,70.7
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_AG,4,AG,4,3.14,8,51,2,65,114.5
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_AG,4,AG,5,4.61,8,56.5,2,65,136.2
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_AG,4,AG,6,3.06,7,43,3,68,103.8
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KP,1,CP,1,3.27,8,60.5,2,59,104
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KP,1,CP,2,4.43,8,57,2,59,128
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KP,1,CP,3,4.65,8,56,4,76,87.9
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KP,1,CP,4,4.05,9,67.6,3,65,97.3
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KP,1,CP,5,3.72,8,53.5,3,65,92.9
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KP,1,CP,6,4.69,8,56,2,64,120
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KP,2,CP,1,4.28,7,65,2,65,95.9
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KP,2,CP,2,4.3,8,70.5,2,64,126.7
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KP,2,CP,3,4.51,7,63.5,3,65,98.1
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KP,2,CP,4,3.84,7,57,3,65,117.2
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KP,2,CP,5,4.12,8,62,3,65,116.6
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KP,2,CP,6,4.59,9,63,3,65,108.2
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KP,3,CP,1,4.07,7,56,3,65,102.8
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KP,3,CP,2,4.03,8,61,4,63,129.6
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KP,3,CP,3,4.44,9,73,4,65,105.3
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KP,3,CP,4,4.14,8,57,3,65,129.2
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KP,3,CP,5,3.81,8,56.5,2,62,131.2
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KP,3,CP,6,4.02,7,48,2,62,102.6
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KP,4,CP,1,4.87,9,70.5,3,65,114.2
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KP,4,CP,2,4.05,7,48.5,3,68,100.5
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KP,4,CP,3,4.82,8,58,3,68,94.7
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KP,4,CP,4,4.54,8,59,4,65,97.2
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KP,4,CP,5,4.49,8,56,5,75,80.9
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KP,4,CP,6,4.61,8,64,3,65,108.1
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_BP,1,BP,1,3.72,6,47.5,3,56,128.9
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_BP,1,BP,2,3.59,6,61.5,2,56,113.8
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_BP,1,BP,3,4.88,7,67,4,59,122.9
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_BP,1,BP,4,4.2,6,62.5,2,59,72.3
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_BP,1,BP,5,3.59,6,45,4,61,104.5
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_BP,1,BP,6,3.77,6,46.5,3,72,134
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_BP,2,BP,1,5.04,6,61,4,68,138.6
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_BP,2,BP,2,4.08,6,46.5,3,68,120.6
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_BP,2,BP,3,3.7,6,50,3,65,122.6
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_BP,2,BP,4,4.32,7,23,3,68,108.9
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_BP,2,BP,5,4.74,6,49,4,65,138.7
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_BP,2,BP,6,4.28,6,45.5,4,65,109.7
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_BP,3,BP,1,4.58,7,55.5,4,64,140.2
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_BP,3,BP,2,4.01,6,53.5,2,64,146.4
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_BP,3,BP,3,3.33,5,40,2,65,118.7
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_BP,3,BP,4,4.19,6,62.5,2,65,134.6
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_BP,3,BP,5,4.46,7,58.5,2,65,144.9
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_BP,3,BP,6,4.92,7,53,3,59,116.3
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_BP,4,BP,1,3.93,6,48.5,3,56,136.9
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_BP,4,BP,2,4.94,6,52,4,65,131.6
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_BP,4,BP,3,4.05,6,50.5,2,75,133.6
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_BP,4,BP,4,3.92,6,60,3,59,135.5
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_BP,4,BP,5,4.4,7,50.5,3,77,139.5
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_BP,4,BP,6,4.46,7,52,3,79,140.4
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KW,1,KW,1,4.09,7,52,3,65,117.4
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KW,1,KW,2,3.51,7,61.5,2,65,130
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KW,1,KW,3,4.38,8,61,4,59,122.2
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KW,1,KW,4,3.38,8,55,3,65,143.6
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KW,1,KW,5,3.87,7,59,3,65,117.3
plant,Nutrient solution,HSV,NSA1_0.0,0,NSA1_0.0_KW,1,KW,6,4,7,57.5,3,62,129.8
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KW,2,KW,1,4.17,7,61,2,59,153.7
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KW,2,KW,2,3.71,7,58,3,61,139.7
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KW,2,KW,3,3.8,7,59,2,62,163.9
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KW,2,KW,4,3.87,8,58,3,65,150.3
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KW,2,KW,5,5.03,7,63.5,3,65,145.3
plant,Nutrient solution,HSV,NSA1_0.1,0.1,NSA1_0.1_KW,2,KW,6,4.19,8,65.5,3,64,154
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KW,3,KW,1,3.08,6,34,4,76,130
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KW,3,KW,2,4.52,8,68,3,62,146.6
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KW,3,KW,3,4.25,7,60.5,3,68,131.6
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KW,3,KW,4,4.12,7,41,3,75,129.4
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KW,3,KW,5,5,7,58.5,4,76,160.6
plant,Nutrient solution,HSV,NSA1_0.3,0.3,NSA1_0.3_KW,3,KW,6,3.6,7,46,3,75,118.7
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KW,4,KW,1,3.87,8,54,3,74,148.9
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KW,4,KW,2,4.08,7,64.5,2,65,173
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KW,4,KW,3,3.65,8,56,3,77,130.1
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KW,4,KW,4,4.56,7,51,4,78,136.5
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KW,4,KW,5,4.2,7,59.5,3,75,138.4
plant,Nutrient solution,HSV,NSA1_0.5,0.5,NSA1_0.5_KW,4,KW,6,3.92,7,48,3,65,126.6
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_AG,1,AG,1,4.19,8,52,4,64,115.4
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_AG,1,AG,2,4.29,9,45,4,68,111
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_AG,1,AG,3,3.63,8,52,4,65,111.8
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_AG,1,AG,4,3.73,8,53,3,56,91.6
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_AG,1,AG,5,3.51,9,41,2,59,122.7
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_AG,1,AG,6,2.66,7,45.5,3,65,122.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_AG,2,AG,1,3.65,9,45,4,65,115.6
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_AG,2,AG,2,3.41,10,54.5,4,65,106.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_AG,2,AG,3,3.81,9,41.5,4,56,106
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_AG,2,AG,4,3.54,9,38.5,3,73,101.7
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_AG,2,AG,5,3.34,8,47.5,2,56,99.9
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_AG,2,AG,6,3.18,8,34,4,65,104.7
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_AG,3,AG,1,3.48,7,45,4,65,107
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_AG,3,AG,2,3.1,9,52.5,3,61,106.1
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_AG,3,AG,3,3.23,9,51.5,4,65,106.5
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_AG,3,AG,4,2.92,9,41,5,62,89.9
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_AG,3,AG,5,3.94,9,46.5,5,56,124.5
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_AG,3,AG,6,3.52,9,44.5,5,77,120.2
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,1,3.13,9,46,6,65,106.5
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,2,3.27,9,45,4,65,110.9
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,3,3.44,9,36,3,68,105.3
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,4,5,9,48,4,59,120.5
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,5,3.55,9,51.5,6,64,127.1
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,6,3.68,8,44,6,65,112.2
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,1,3.64,7,56,3,59,90.1
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,2,3.86,8,43.5,3,59,81.9
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,3,3.98,6,36,3,64,86.5
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,4,3.13,8,48,4,64,114.7
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,5,4.06,9,46.5,4,67,82.9
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,6,3.95,8,39,3,68,77.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,1,4.37,9,45.5,3,65,114.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,2,4.81,7,56.5,3,65,104.4
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,3,4.65,9,58.5,5,64,103.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,4,5.44,9,63,4,64,137.6
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,5,4.96,6,56.5,4,62,126.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,6,4.23,8,53,4,65,114.5
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,1,5.16,9,59,5,59,122.8
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,2,4.07,9,54.5,3,65,110.3
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,3,3.68,8,48,3,65,104.8
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,4,4.2,8,55,4,59,108.5
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,5,4.24,7,50,5,61,102
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,6,4.21,8,53.5,5,65,117.2
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,1,4.49,8,49,4,65,123.4
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,2,4.53,9,51.5,3,68,123.9
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,3,4.39,9,60.5,4,65,115.1
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,4,4.7,9,55,4,65,118.4
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,5,4.26,8,56.5,4,62,133.7
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,6,4.07,8,52.5,6,65,106.7
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,1,3.83,6,53.5,4,56,107.5
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,2,3.63,7,46,4,56,118.2
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,3,4.97,6,50.5,3,59,101.4
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,4,3.24,6,49,4,65,119
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,5,4.07,6,52.5,4,65,111.7
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,6,4.2,6,51.5,4,68,145.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,1,5.49,6,54.5,4,61,142.6
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,2,4.11,6,42.5,4,62,114.6
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,3,3.9,6,44.5,4,65,124.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,4,4.68,7,54,4,65,165.9
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,5,3.96,6,48.5,4,68,144.4
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,6,4.45,6,56.5,5,62,154.7
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,1,3.45,6,53,3,56,134.9
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,2,4.51,7,57,6,68,132
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,3,3.9,5,43.5,4,68,109
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,4,4.45,4,54.5,5,68,142
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,5,4.69,6,49.5,3,65,124.1
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,6,4.16,7,46.5,6,68,121.5
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,1,5.59,7,60.5,6,68,126
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,2,4.56,5,54.5,5,77,154.7
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,3,4.28,5,48,4,75,123.9
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,4,3.97,6,48,4,77,121.2
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,5,3.87,6,43.5,3,80,127.1
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,6,4.54,5,49.5,6,82,134
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,1,4.14,6,43.5,5,66,121.1
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,2,3.72,8,54,3,65,94.4
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,3,4.45,7,43,4,66,126.2
